split	fold	model	chosen_alpha	inner_scores_json
union_component_leave_one_out	component-02	nuisance_ridge	100.0	"[{""alpha"":0.01,""inner_rmse"":1.7668119268403872},{""alpha"":0.1,""inner_rmse"":1.7660273464516738},{""alpha"":1.0,""inner_rmse"":1.7584557798084852},{""alpha"":10.0,""inner_rmse"":1.7017952666802787},{""alpha"":100.0,""inner_rmse"":1.5432198315186025}]"
union_component_leave_one_out	component-02	ligand_ecfp_ridge	10.0	"[{""alpha"":0.01,""inner_rmse"":1.262917279469107},{""alpha"":0.1,""inner_rmse"":1.2629129102445138},{""alpha"":1.0,""inner_rmse"":1.2628732323646845},{""alpha"":10.0,""inner_rmse"":1.2628120542314463},{""alpha"":100.0,""inner_rmse"":1.2726595152126294}]"
union_component_leave_one_out	component-02	ligand_gmolai_ridge	100.0	"[{""alpha"":0.01,""inner_rmse"":1.7774336972658031},{""alpha"":0.1,""inner_rmse"":1.7648086492749908},{""alpha"":1.0,""inner_rmse"":1.715888388645555},{""alpha"":10.0,""inner_rmse"":1.6197661463034234},{""alpha"":100.0,""inner_rmse"":1.3741475508480636}]"
union_component_leave_one_out	component-02	protein_sequence_ridge	100.0	"[{""alpha"":0.01,""inner_rmse"":1.493977779191638},{""alpha"":0.1,""inner_rmse"":1.493976728291425},{""alpha"":1.0,""inner_rmse"":1.4939662213464446},{""alpha"":10.0,""inner_rmse"":1.4938613572049468},{""alpha"":100.0,""inner_rmse"":1.4928328474649906}]"
union_component_leave_one_out	component-02	concat_ecfp_sequence_ridge	0.01	"[{""alpha"":0.01,""inner_rmse"":1.2263833773804411},{""alpha"":0.1,""inner_rmse"":1.2263925406910847},{""alpha"":1.0,""inner_rmse"":1.2264866423920335},{""alpha"":10.0,""inner_rmse"":1.2276291570971682},{""alpha"":100.0,""inner_rmse"":1.244496333978876}]"
union_component_leave_one_out	component-02	pocket_composition_ridge_S0	100.0	"[{""alpha"":0.01,""inner_rmse"":5.8189871011839305},{""alpha"":0.1,""inner_rmse"":5.339269968760372},{""alpha"":1.0,""inner_rmse"":2.9671063643791706},{""alpha"":10.0,""inner_rmse"":2.127441139772848},{""alpha"":100.0,""inner_rmse"":1.9604216443470979}]"
union_component_leave_one_out	component-02	pocket_structure_ridge_S0	0.1	"[{""alpha"":0.01,""inner_rmse"":5.145155031930119},{""alpha"":0.1,""inner_rmse"":2.065901983688872},{""alpha"":1.0,""inner_rmse"":2.3579363755010947},{""alpha"":10.0,""inner_rmse"":2.6010571336229225},{""alpha"":100.0,""inner_rmse"":2.2246663968105844}]"
union_component_leave_one_out	component-02	concat_ecfp_pocket_ridge_S0	0.01	"[{""alpha"":0.01,""inner_rmse"":1.3331391029010418},{""alpha"":0.1,""inner_rmse"":1.3332102681893683},{""alpha"":1.0,""inner_rmse"":1.333915749114869},{""alpha"":10.0,""inner_rmse"":1.3404296782591074},{""alpha"":100.0,""inner_rmse"":1.381338300324014}]"
union_component_leave_one_out	component-02	concat_gmolai_pocket_ridge_S0	100.0	"[{""alpha"":0.01,""inner_rmse"":2.064612298915089},{""alpha"":0.1,""inner_rmse"":2.061406597575178},{""alpha"":1.0,""inner_rmse"":2.039774164387257},{""alpha"":10.0,""inner_rmse"":1.8746716666494612},{""alpha"":100.0,""inner_rmse"":1.5053867186570928}]"
union_component_leave_one_out	component-02	pocket_composition_ridge_S1	100.0	"[{""alpha"":0.01,""inner_rmse"":2.090653407839272},{""alpha"":0.1,""inner_rmse"":2.0905011274423515},{""alpha"":1.0,""inner_rmse"":2.088981663366913},{""alpha"":10.0,""inner_rmse"":2.0741151815332026},{""alpha"":100.0,""inner_rmse"":1.9530334444916406}]"
union_component_leave_one_out	component-02	pocket_structure_ridge_S1	100.0	"[{""alpha"":0.01,""inner_rmse"":2.1201256474138783},{""alpha"":0.1,""inner_rmse"":2.1200529924009373},{""alpha"":1.0,""inner_rmse"":2.119327023273931},{""alpha"":10.0,""inner_rmse"":2.112125602915139},{""alpha"":100.0,""inner_rmse"":2.045926766520265}]"
union_component_leave_one_out	component-02	concat_ecfp_pocket_ridge_S1	0.01	"[{""alpha"":0.01,""inner_rmse"":1.3524685159871892},{""alpha"":0.1,""inner_rmse"":1.3525015841662085},{""alpha"":1.0,""inner_rmse"":1.3528326243205548},{""alpha"":10.0,""inner_rmse"":1.356158991223576},{""alpha"":100.0,""inner_rmse"":1.385535424738756}]"
union_component_leave_one_out	component-02	concat_gmolai_pocket_ridge_S1	100.0	"[{""alpha"":0.01,""inner_rmse"":2.066602677794492},{""alpha"":0.1,""inner_rmse"":2.049338954478153},{""alpha"":1.0,""inner_rmse"":1.9779130880540516},{""alpha"":10.0,""inner_rmse"":1.825346887024479},{""alpha"":100.0,""inner_rmse"":1.524452973175389}]"
union_component_leave_one_out	component-02	negative_pocket_permuted_concat_gmolai_S0	100.0	"[{""alpha"":0.01,""inner_rmse"":1.9049876340098002},{""alpha"":0.1,""inner_rmse"":1.901540783397089},{""alpha"":1.0,""inner_rmse"":1.8882852522652838},{""alpha"":10.0,""inner_rmse"":1.7566934861715544},{""alpha"":100.0,""inner_rmse"":1.445824660716798}]"
union_component_leave_one_out	component-03	nuisance_ridge	100.0	"[{""alpha"":0.01,""inner_rmse"":1.55101776052264},{""alpha"":0.1,""inner_rmse"":1.5515394495736234},{""alpha"":1.0,""inner_rmse"":1.5559597104243774},{""alpha"":10.0,""inner_rmse"":1.5631818480482624},{""alpha"":100.0,""inner_rmse"":1.4816054803973184}]"
union_component_leave_one_out	component-03	ligand_ecfp_ridge	0.01	"[{""alpha"":0.01,""inner_rmse"":1.3144395863748026},{""alpha"":0.1,""inner_rmse"":1.3144493683300964},{""alpha"":1.0,""inner_rmse"":1.3145450247188875},{""alpha"":10.0,""inner_rmse"":1.3153276030481416},{""alpha"":100.0,""inner_rmse"":1.3188222922267674}]"
union_component_leave_one_out	component-03	ligand_gmolai_ridge	100.0	"[{""alpha"":0.01,""inner_rmse"":2.704677465019151},{""alpha"":0.1,""inner_rmse"":2.422200682773561},{""alpha"":1.0,""inner_rmse"":2.0454887349268995},{""alpha"":10.0,""inner_rmse"":1.8623579194496536},{""alpha"":100.0,""inner_rmse"":1.646705726478537}]"
union_component_leave_one_out	component-03	protein_sequence_ridge	100.0	"[{""alpha"":0.01,""inner_rmse"":1.3894797599682096},{""alpha"":0.1,""inner_rmse"":1.389479588155343},{""alpha"":1.0,""inner_rmse"":1.3894778710132558},{""alpha"":10.0,""inner_rmse"":1.3894607979547264},{""alpha"":100.0,""inner_rmse"":1.389299615387166}]"
union_component_leave_one_out	component-03	concat_ecfp_sequence_ridge	0.01	"[{""alpha"":0.01,""inner_rmse"":1.285500677708618},{""alpha"":0.1,""inner_rmse"":1.2855291684206664},{""alpha"":1.0,""inner_rmse"":1.2858092733171065},{""alpha"":10.0,""inner_rmse"":1.288212386595317},{""alpha"":100.0,""inner_rmse"":1.2996135061438006}]"
union_component_leave_one_out	component-03	pocket_composition_ridge_S0	100.0	"[{""alpha"":0.01,""inner_rmse"":5.859047594065947},{""alpha"":0.1,""inner_rmse"":5.069624686928771},{""alpha"":1.0,""inner_rmse"":3.195702973348484},{""alpha"":10.0,""inner_rmse"":2.0266995669457497},{""alpha"":100.0,""inner_rmse"":1.780238728810462}]"
union_component_leave_one_out	component-03	pocket_structure_ridge_S0	100.0	"[{""alpha"":0.01,""inner_rmse"":14.689887353258028},{""alpha"":0.1,""inner_rmse"":6.168191335929756},{""alpha"":1.0,""inner_rmse"":1.8107656503729421},{""alpha"":10.0,""inner_rmse"":1.707323070644455},{""alpha"":100.0,""inner_rmse"":1.6216116038555288}]"
union_component_leave_one_out	component-03	concat_ecfp_pocket_ridge_S0	0.01	"[{""alpha"":0.01,""inner_rmse"":1.3767355262554748},{""alpha"":0.1,""inner_rmse"":1.376776835491478},{""alpha"":1.0,""inner_rmse"":1.3771815242487415},{""alpha"":10.0,""inner_rmse"":1.380520949160537},{""alpha"":100.0,""inner_rmse"":1.3902096475075567}]"
union_component_leave_one_out	component-03	concat_gmolai_pocket_ridge_S0	100.0	"[{""alpha"":0.01,""inner_rmse"":2.7363282681415253},{""alpha"":0.1,""inner_rmse"":2.5030845844114764},{""alpha"":1.0,""inner_rmse"":1.9788363856936955},{""alpha"":10.0,""inner_rmse"":1.6955696297706075},{""alpha"":100.0,""inner_rmse"":1.592636974327027}]"
union_component_leave_one_out	component-03	pocket_composition_ridge_S1	100.0	"[{""alpha"":0.01,""inner_rmse"":1.8802885657124906},{""alpha"":0.1,""inner_rmse"":1.8801588086152148},{""alpha"":1.0,""inner_rmse"":1.8788652288209222},{""alpha"":10.0,""inner_rmse"":1.8663159296869554},{""alpha"":100.0,""inner_rmse"":1.770069382305705}]"
union_component_leave_one_out	component-03	pocket_structure_ridge_S1	100.0	"[{""alpha"":0.01,""inner_rmse"":1.5556563362086442},{""alpha"":0.1,""inner_rmse"":1.5556393335668999},{""alpha"":1.0,""inner_rmse"":1.5554695296907244},{""alpha"":10.0,""inner_rmse"":1.5537934185276212},{""alpha"":100.0,""inner_rmse"":1.5389477873030042}]"
union_component_leave_one_out	component-03	concat_ecfp_pocket_ridge_S1	100.0	"[{""alpha"":0.01,""inner_rmse"":1.3822689590371386},{""alpha"":0.1,""inner_rmse"":1.3822733889917673},{""alpha"":1.0,""inner_rmse"":1.3823157060215912},{""alpha"":10.0,""inner_rmse"":1.3825801163514195},{""alpha"":100.0,""inner_rmse"":1.3817148701018296}]"
union_component_leave_one_out	component-03	concat_gmolai_pocket_ridge_S1	100.0	"[{""alpha"":0.01,""inner_rmse"":2.24115697935728},{""alpha"":0.1,""inner_rmse"":2.1411472101213254},{""alpha"":1.0,""inner_rmse"":1.9879507905062386},{""alpha"":10.0,""inner_rmse"":1.709513076039607},{""alpha"":100.0,""inner_rmse"":1.5863627028345926}]"
union_component_leave_one_out	component-03	negative_pocket_permuted_concat_gmolai_S0	100.0	"[{""alpha"":0.01,""inner_rmse"":2.844255200800129},{""alpha"":0.1,""inner_rmse"":2.636278530603803},{""alpha"":1.0,""inner_rmse"":2.151058102250645},{""alpha"":10.0,""inner_rmse"":1.7815892152202664},{""alpha"":100.0,""inner_rmse"":1.6174503519733248}]"
union_component_leave_one_out	component-04	nuisance_ridge	100.0	"[{""alpha"":0.01,""inner_rmse"":1.5884192025693993},{""alpha"":0.1,""inner_rmse"":1.5877804044949404},{""alpha"":1.0,""inner_rmse"":1.5815857213726259},{""alpha"":10.0,""inner_rmse"":1.5335997878221916},{""alpha"":100.0,""inner_rmse"":1.3890395829170274}]"
union_component_leave_one_out	component-04	ligand_ecfp_ridge	0.01	"[{""alpha"":0.01,""inner_rmse"":1.2522435300182384},{""alpha"":0.1,""inner_rmse"":1.2522471448777386},{""alpha"":1.0,""inner_rmse"":1.2522833621491225},{""alpha"":10.0,""inner_rmse"":1.2526459283563751},{""alpha"":100.0,""inner_rmse"":1.2552378919275158}]"
union_component_leave_one_out	component-04	ligand_gmolai_ridge	100.0	"[{""alpha"":0.01,""inner_rmse"":2.2202528296974395},{""alpha"":0.1,""inner_rmse"":2.010191764898302},{""alpha"":1.0,""inner_rmse"":1.7533162077141105},{""alpha"":10.0,""inner_rmse"":1.5737105491253751},{""alpha"":100.0,""inner_rmse"":1.439812566695768}]"
union_component_leave_one_out	component-04	protein_sequence_ridge	100.0	"[{""alpha"":0.01,""inner_rmse"":1.3507039027792875},{""alpha"":0.1,""inner_rmse"":1.350702407913818},{""alpha"":1.0,""inner_rmse"":1.350687462834525},{""alpha"":10.0,""inner_rmse"":1.3505383687587955},{""alpha"":100.0,""inner_rmse"":1.3490822951316652}]"
union_component_leave_one_out	component-04	concat_ecfp_sequence_ridge	0.01	"[{""alpha"":0.01,""inner_rmse"":1.2381104531037879},{""alpha"":0.1,""inner_rmse"":1.2381227229045806},{""alpha"":1.0,""inner_rmse"":1.2382447035345716},{""alpha"":10.0,""inner_rmse"":1.2393957878758615},{""alpha"":100.0,""inner_rmse"":1.2470285738177753}]"
union_component_leave_one_out	component-04	pocket_composition_ridge_S0	100.0	"[{""alpha"":0.01,""inner_rmse"":2.8180699414759793},{""alpha"":0.1,""inner_rmse"":2.4972831853192936},{""alpha"":1.0,""inner_rmse"":1.7725285853556203},{""alpha"":10.0,""inner_rmse"":1.6187864423594205},{""alpha"":100.0,""inner_rmse"":1.5406797233014284}]"
union_component_leave_one_out	component-04	pocket_structure_ridge_S0	100.0	"[{""alpha"":0.01,""inner_rmse"":4.236013623074273},{""alpha"":0.1,""inner_rmse"":2.5398659276764572},{""alpha"":1.0,""inner_rmse"":1.8422437036575396},{""alpha"":10.0,""inner_rmse"":1.6347985258347018},{""alpha"":100.0,""inner_rmse"":1.508683641749463}]"
union_component_leave_one_out	component-04	concat_ecfp_pocket_ridge_S0	0.01	"[{""alpha"":0.01,""inner_rmse"":1.251695036991098},{""alpha"":0.1,""inner_rmse"":1.2517421417160872},{""alpha"":1.0,""inner_rmse"":1.2522078191750967},{""alpha"":10.0,""inner_rmse"":1.2563916324984512},{""alpha"":100.0,""inner_rmse"":1.2775819591052782}]"
union_component_leave_one_out	component-04	concat_gmolai_pocket_ridge_S0	100.0	"[{""alpha"":0.01,""inner_rmse"":2.4658671488409856},{""alpha"":0.1,""inner_rmse"":2.296616092668457},{""alpha"":1.0,""inner_rmse"":1.9708688632997526},{""alpha"":10.0,""inner_rmse"":1.6992131542115498},{""alpha"":100.0,""inner_rmse"":1.459433590085018}]"
union_component_leave_one_out	component-04	pocket_composition_ridge_S1	100.0	"[{""alpha"":0.01,""inner_rmse"":1.623644193021772},{""alpha"":0.1,""inner_rmse"":1.6235442417998105},{""alpha"":1.0,""inner_rmse"":1.6225480195040907},{""alpha"":10.0,""inner_rmse"":1.6129039725961838},{""alpha"":100.0,""inner_rmse"":1.5402500240674852}]"
union_component_leave_one_out	component-04	pocket_structure_ridge_S1	100.0	"[{""alpha"":0.01,""inner_rmse"":1.555284910747857},{""alpha"":0.1,""inner_rmse"":1.5552526358110377},{""alpha"":1.0,""inner_rmse"":1.5549303819311961},{""alpha"":10.0,""inner_rmse"":1.5517565426079303},{""alpha"":100.0,""inner_rmse"":1.5241730442832866}]"
union_component_leave_one_out	component-04	concat_ecfp_pocket_ridge_S1	0.01	"[{""alpha"":0.01,""inner_rmse"":1.2731365340496767},{""alpha"":0.1,""inner_rmse"":1.2731605316765606},{""alpha"":1.0,""inner_rmse"":1.2733992236384206},{""alpha"":10.0,""inner_rmse"":1.2756618132594704},{""alpha"":100.0,""inner_rmse"":1.2902003158115791}]"
union_component_leave_one_out	component-04	concat_gmolai_pocket_ridge_S1	100.0	"[{""alpha"":0.01,""inner_rmse"":2.362011531651175},{""alpha"":0.1,""inner_rmse"":2.1734786481781185},{""alpha"":1.0,""inner_rmse"":1.8885795949418378},{""alpha"":10.0,""inner_rmse"":1.6086651093617281},{""alpha"":100.0,""inner_rmse"":1.4391314708703236}]"
union_component_leave_one_out	component-04	negative_pocket_permuted_concat_gmolai_S0	100.0	"[{""alpha"":0.01,""inner_rmse"":2.2329840936151935},{""alpha"":0.1,""inner_rmse"":2.0128071797902245},{""alpha"":1.0,""inner_rmse"":1.7201605668739957},{""alpha"":10.0,""inner_rmse"":1.560683997468558},{""alpha"":100.0,""inner_rmse"":1.413656546541232}]"
union_component_leave_one_out	component-05	nuisance_ridge	100.0	"[{""alpha"":0.01,""inner_rmse"":1.9209900700213194},{""alpha"":0.1,""inner_rmse"":1.914310466841531},{""alpha"":1.0,""inner_rmse"":1.8523575741018106},{""alpha"":10.0,""inner_rmse"":1.5033846839381564},{""alpha"":100.0,""inner_rmse"":1.1407404597039652}]"
union_component_leave_one_out	component-05	ligand_ecfp_ridge	100.0	"[{""alpha"":0.01,""inner_rmse"":1.0235269677023637},{""alpha"":0.1,""inner_rmse"":1.0234749738728885},{""alpha"":1.0,""inner_rmse"":1.022964658942835},{""alpha"":10.0,""inner_rmse"":1.0186703445129661},{""alpha"":100.0,""inner_rmse"":1.0047810898633847}]"
union_component_leave_one_out	component-05	ligand_gmolai_ridge	100.0	"[{""alpha"":0.01,""inner_rmse"":2.110458097224592},{""alpha"":0.1,""inner_rmse"":1.8887732811595184},{""alpha"":1.0,""inner_rmse"":1.592532092416536},{""alpha"":10.0,""inner_rmse"":1.2411314754621223},{""alpha"":100.0,""inner_rmse"":1.1407928485131138}]"
union_component_leave_one_out	component-05	protein_sequence_ridge	100.0	"[{""alpha"":0.01,""inner_rmse"":1.2324533763093313},{""alpha"":0.1,""inner_rmse"":1.2324511687635888},{""alpha"":1.0,""inner_rmse"":1.2324290983066222},{""alpha"":10.0,""inner_rmse"":1.232208892701185},{""alpha"":100.0,""inner_rmse"":1.2300556739669053}]"
union_component_leave_one_out	component-05	concat_ecfp_sequence_ridge	100.0	"[{""alpha"":0.01,""inner_rmse"":1.0132792510521282},{""alpha"":0.1,""inner_rmse"":1.0132463071191944},{""alpha"":1.0,""inner_rmse"":1.0129259417553629},{""alpha"":10.0,""inner_rmse"":1.0104742203282253},{""alpha"":100.0,""inner_rmse"":1.0104174820966032}]"
union_component_leave_one_out	component-05	pocket_composition_ridge_S0	100.0	"[{""alpha"":0.01,""inner_rmse"":5.046233261843197},{""alpha"":0.1,""inner_rmse"":3.9085668772481204},{""alpha"":1.0,""inner_rmse"":1.8760072408442376},{""alpha"":10.0,""inner_rmse"":1.2565015886444664},{""alpha"":100.0,""inner_rmse"":1.205198146493746}]"
union_component_leave_one_out	component-05	pocket_structure_ridge_S0	100.0	"[{""alpha"":0.01,""inner_rmse"":16.711997945292282},{""alpha"":0.1,""inner_rmse"":6.886366702088755},{""alpha"":1.0,""inner_rmse"":2.058969280581559},{""alpha"":10.0,""inner_rmse"":1.4849960827684856},{""alpha"":100.0,""inner_rmse"":1.268205163072193}]"
union_component_leave_one_out	component-05	concat_ecfp_pocket_ridge_S0	100.0	"[{""alpha"":0.01,""inner_rmse"":0.967320684316011},{""alpha"":0.1,""inner_rmse"":0.9672923499218885},{""alpha"":1.0,""inner_rmse"":0.9670158772765332},{""alpha"":10.0,""inner_rmse"":0.9648237062112913},{""alpha"":100.0,""inner_rmse"":0.9624565316767306}]"
union_component_leave_one_out	component-05	concat_gmolai_pocket_ridge_S0	100.0	"[{""alpha"":0.01,""inner_rmse"":2.7394081215683155},{""alpha"":0.1,""inner_rmse"":2.377876072280246},{""alpha"":1.0,""inner_rmse"":1.6440824233614457},{""alpha"":10.0,""inner_rmse"":1.280286747318528},{""alpha"":100.0,""inner_rmse"":1.1861774800847367}]"
union_component_leave_one_out	component-05	pocket_composition_ridge_S1	100.0	"[{""alpha"":0.01,""inner_rmse"":1.2549098131842602},{""alpha"":0.1,""inner_rmse"":1.2548470271710064},{""alpha"":1.0,""inner_rmse"":1.25422188831411},{""alpha"":10.0,""inner_rmse"":1.248231830993281},{""alpha"":100.0,""inner_rmse"":1.2068104415132246}]"
union_component_leave_one_out	component-05	pocket_structure_ridge_S1	100.0	"[{""alpha"":0.01,""inner_rmse"":1.2556075792649488},{""alpha"":0.1,""inner_rmse"":1.255574826030401},{""alpha"":1.0,""inner_rmse"":1.2552481670630673},{""alpha"":10.0,""inner_rmse"":1.2520665266769873},{""alpha"":100.0,""inner_rmse"":1.2268959029568083}]"
union_component_leave_one_out	component-05	concat_ecfp_pocket_ridge_S1	100.0	"[{""alpha"":0.01,""inner_rmse"":0.9668673891261612},{""alpha"":0.1,""inner_rmse"":0.9668343470748684},{""alpha"":1.0,""inner_rmse"":0.9665116097379576},{""alpha"":10.0,""inner_rmse"":0.9639249897338168},{""alpha"":100.0,""inner_rmse"":0.9601446828266179}]"
union_component_leave_one_out	component-05	concat_gmolai_pocket_ridge_S1	100.0	"[{""alpha"":0.01,""inner_rmse"":2.2231243625221007},{""alpha"":0.1,""inner_rmse"":1.9214580233365315},{""alpha"":1.0,""inner_rmse"":1.5569237182033373},{""alpha"":10.0,""inner_rmse"":1.268179974575047},{""alpha"":100.0,""inner_rmse"":1.182999009378137}]"
union_component_leave_one_out	component-05	negative_pocket_permuted_concat_gmolai_S0	100.0	"[{""alpha"":0.01,""inner_rmse"":2.040353910710499},{""alpha"":0.1,""inner_rmse"":1.9213260781566455},{""alpha"":1.0,""inner_rmse"":1.6565622561039601},{""alpha"":10.0,""inner_rmse"":1.3847335489123198},{""alpha"":100.0,""inner_rmse"":1.2161182292690342}]"
union_component_leave_one_out	component-06	nuisance_ridge	100.0	"[{""alpha"":0.01,""inner_rmse"":2.069831073741625},{""alpha"":0.1,""inner_rmse"":2.067214173314188},{""alpha"":1.0,""inner_rmse"":2.0427655146225945},{""alpha"":10.0,""inner_rmse"":1.8951155189983648},{""alpha"":100.0,""inner_rmse"":1.6458319029579993}]"
union_component_leave_one_out	component-06	ligand_ecfp_ridge	0.01	"[{""alpha"":0.01,""inner_rmse"":1.412954753611798},{""alpha"":0.1,""inner_rmse"":1.4129715991601255},{""alpha"":1.0,""inner_rmse"":1.4131395350603926},{""alpha"":10.0,""inner_rmse"":1.4147703327595733},{""alpha"":100.0,""inner_rmse"":1.427959479580291}]"
union_component_leave_one_out	component-06	ligand_gmolai_ridge	100.0	"[{""alpha"":0.01,""inner_rmse"":2.1334621359430654},{""alpha"":0.1,""inner_rmse"":1.9329247156772262},{""alpha"":1.0,""inner_rmse"":1.6958204939602597},{""alpha"":10.0,""inner_rmse"":1.6035264731940144},{""alpha"":100.0,""inner_rmse"":1.3840395171349011}]"
union_component_leave_one_out	component-06	protein_sequence_ridge	100.0	"[{""alpha"":0.01,""inner_rmse"":1.5485589458055717},{""alpha"":0.1,""inner_rmse"":1.5485584853284435},{""alpha"":1.0,""inner_rmse"":1.5485538821397804},{""alpha"":10.0,""inner_rmse"":1.5485080080525497},{""alpha"":100.0,""inner_rmse"":1.548064596809675}]"
union_component_leave_one_out	component-06	concat_ecfp_sequence_ridge	0.01	"[{""alpha"":0.01,""inner_rmse"":1.3918804778254332},{""alpha"":0.1,""inner_rmse"":1.391885536804678},{""alpha"":1.0,""inner_rmse"":1.3919364354651618},{""alpha"":10.0,""inner_rmse"":1.3924748593042295},{""alpha"":100.0,""inner_rmse"":1.3996668106344199}]"
union_component_leave_one_out	component-06	pocket_composition_ridge_S0	100.0	"[{""alpha"":0.01,""inner_rmse"":7.668415482946619},{""alpha"":0.1,""inner_rmse"":6.971320417465257},{""alpha"":1.0,""inner_rmse"":4.498133772911303},{""alpha"":10.0,""inner_rmse"":2.052949032278184},{""alpha"":100.0,""inner_rmse"":1.6845429227087434}]"
